"data_size","cache_size","unique_size","reads","writes","avg_step","avg_reuse_dist","sum_sqrt_count","sum_count","lis","lds","belady","lru","pivot","ld","mru"
49143,1325,2668,34866,14277,3.51111e+13,742.689,8312.22,49143,459,498,46475,45748,42763,34825,31091
27875,364,1832,19597,8278,3.44783e+13,583.742,5074.73,27875,346,279,25238,23549,17962,12392,10840
73500,1401,2775,52461,21039,3.60649e+13,1291.51,10110.1,73500,656,556,70438,69377,61059,43504,46970
26703,331,2091,18578,8125,3.38432e+13,487.138,5624.17,26703,254,457,23974,22572,17752,12901,4753
75095,3052,3407,52068,23027,3.57965e+13,978.574,11322.8,75095,777,605,71688,71686,70586,69642,68564
67795,1638,3522,46553,21242,3.50386e+13,695.891,11162.3,67795,545,688,64273,64018,59603,49518,35804
8877,6802,8877,0,8877,15.9982,0,8877,8877,8877,1,0,0,0,0,0
77973,2038,2473,55153,22820,3.55855e+13,957.663,9160.64,77973,589,400,75500,75318,75184,74828,68948
18464,262,1383,12691,5773,3.55763e+13,371.088,3992.98,18464,231,356,16185,14120,11747,8287,7321
42550,895,2401,29697,12853,3.70103e+13,777.031,7270.76,42550,511,461,39891,39188,33940,25768,22279
67929,754,2753,47327,20602,3.499e+13,938.74,9197.12,67929,590,500,64531,62705,50665,37643,30675
74706,1145,2650,52643,22063,3.7076e+13,1026.6,9699.47,74706,618,527,71768,70316,65112,50726,46128
31168,437,1648,22327,8841,3.70636e+13,778.796,5358.41,31168,451,302,28076,25828,22257,16145,12315
65972,184,2572,46871,19101,3.64169e+13,767.578,9208.69,65972,651,487,56289,48765,38607,19375,10030
94265,1307,3490,65605,28660,3.58888e+13,1205.03,12317.2,94265,634,593,90337,88985,76970,52597,45279
74995,1923,2514,52842,22153,3.68661e+13,1072.64,9110.26,74995,578,473,72481,72103,70527,67596,66083
75296,1737,3331,51151,24145,3.56086e+13,761.98,10286.4,75296,657,479,71965,71723,64893,55587,55948
83911,208,3183,60803,23108,3.62726e+13,964.764,11567.9,83911,897,462,71572,63238,43467,13978,14083
44298,2763,2963,31090,13208,3.71786e+13,584.855,8701.03,44298,633,483,41335,41335,41291,41315,40619
43824,1898,2854,30126,13698,3.57285e+13,577.527,7991.49,43824,453,385,40970,40831,39811,38088,34027
60807,2348,2569,41928,18879,3.62356e+13,724.273,8499.52,60807,578,446,58238,58234,58064,57618,57426
30911,526,2238,21386,9525,3.39684e+13,552.652,6161.22,30911,396,446,28275,27138,23764,17324,11002
33224,803,1874,23191,10033,3.6173e+13,734.672,5854.25,33224,447,378,31199,29421,23402,17028,18192
62044,1762,2184,44790,17254,3.66286e+13,981.881,8128.89,62044,586,355,59860,59840,58513,56149,55411
60669,1881,2588,42986,17683,3.59843e+13,912.441,8848.22,60669,588,657,58081,57820,55853,51766,50130
96811,2377,3157,67080,29731,3.59612e+13,982.514,11675.1,96811,620,624,93654,93596,92134,89926,82588
28581,1686,1769,19767,8814,3.50846e+13,557.003,5259.02,28581,352,333,26812,26812,26796,26795,26587
22598,1064,1462,16187,6411,3.62876e+13,487.959,4307.28,22598,345,280,21136,21047,20349,18392,18728
77615,2859,3097,54294,23321,3.41352e+13,943.272,10650.4,77615,485,650,74518,74518,74478,74487,73750
9212,553,934,6620,2592,3.52855e+13,241.03,2355.71,9212,199,196,8278,8252,8025,8004,5797
65909,1154,2678,46321,19588,3.70551e+13,796.819,9291.05,65909,508,457,63231,62595,58594,48253,43450
47881,433,2350,33008,14873,3.58536e+13,710.128,7202.45,47881,500,387,44394,42014,29443,22130,18218
59800,363,2221,42905,16895,3.70647e+13,1030.22,8186.44,59800,545,420,54523,51172,39451,26486,16997
93237,2234,3519,63481,29756,3.52336e+13,1159.56,11943.5,93237,530,492,89718,89200,85784,74454,76766
62818,1907,2498,42218,20600,3.42463e+13,896.141,8751.5,62818,568,630,60320,60101,58974,55901,56685
53833,680,2720,37723,16110,3.65605e+13,947.637,9089.7,53833,531,548,50016,47475,40034,29171,24166
46227,1406,1696,32927,13300,3.63139e+13,722.564,6311.98,46227,485,362,44531,44521,44315,43873,43408
10045,585,1520,7061,2984,3.62954e+13,247.179,3146.55,10045,313,215,8525,8278,6815,5076,4105
8860,68,1097,6102,2758,3.38599e+13,303.923,2475.17,8860,228,216,6843,5774,4209,1878,1057
13224,334,1103,8856,4368,3.26971e+13,252.742,2889.63,13224,207,289,12032,11610,10775,10484,6171
57199,1255,1918,39250,17949,3.31816e+13,853.649,7538.54,57199,408,451,55281,54960,53720,52356,44897
3890,84,782,2860,1030,4.11382e+13,116.235,1375.85,3890,153,119,2944,2652,2128,1809,506
13689,716,1031,9368,4321,3.57725e+13,574.946,3124.8,13689,249,326,12498,11964,11802,10338,10164
8732,878,901,6041,2691,3.69531e+13,285.617,2208.19,8732,230,235,7831,7831,7831,7831,7790
5764,540,867,3970,1794,3.64888e+13,243.624,1872.65,5764,145,211,4897,4757,4743,4692,3669
17217,9712,17217,0,17217,15.9991,0,17217,17217,17217,1,0,0,0,0,0
51741,1377,2860,35834,15907,3.40441e+13,839.252,8601.24,51741,590,545,48881,48186,46266,40631,32283
84430,2231,3216,59057,25373,3.59567e+13,822.67,11241.3,84430,720,481,81214,81145,75436,60885,62229
6568,761,892,4686,1882,3.72499e+13,260.734,1919.06,6568,216,141,5676,5654,5670,5659,5314
8259,54,1104,5733,2526,3.8294e+13,308.176,2410.16,8259,210,220,5890,4961,3410,1319,1092
60325,1344,2474,41864,18461,3.28218e+13,862.693,8518.91,60325,548,382,57851,57360,54655,47516,42571
60732,994,1950,41377,19355,3.19307e+13,735.991,7746.2,60732,462,428,58738,57704,52480,37544,33532
92940,948,3098,64542,28398,3.47729e+13,1156.48,11201.7,92940,672,516,88840,86791,64229,47606,44034
42147,943,2095,29328,12819,3.58924e+13,609.039,6283.32,42147,407,356,40052,39648,36273,33340,23121
45845,214,2393,31648,14197,3.65642e+13,623.795,7557.82,45845,556,365,39829,35186,23963,12352,7964
72961,133,3083,49948,23013,3.40853e+13,903.678,10837.5,72961,578,527,60489,53423,34462,11458,8969
72786,815,2412,51590,21196,3.58883e+13,1132.44,9016.52,72786,600,484,69347,67347,53970,38665,30905
35891,769,2135,24683,11208,3.35272e+13,576.363,6466.69,35891,510,388,33610,32696,28112,22485,17825
71137,804,2929,50701,20436,3.54546e+13,788.933,10266.3,71137,599,582,67680,65544,59552,49211,27152
18658,1167,1308,12906,5752,3.17814e+13,419.4,3556.63,18658,298,213,17350,17290,17173,17034,16987
65463,486,2539,45502,19961,3.4481e+13,920.507,8867.03,65463,476,501,60529,57581,41149,27282,20296
55757,322,2548,38584,17173,3.43359e+13,808.805,8505.02,55757,489,440,50296,46123,31990,15851,12478
58633,1919,2496,41839,16794,3.66408e+13,977.494,8730.82,58633,631,513,56137,56058,55036,53225,51238
90490,3160,4078,62311,28179,3.51015e+13,1130.45,13227.3,90490,693,666,86412,86295,85201,83563,78124
82161,1604,3505,56765,25396,3.59869e+13,1134.57,12088.1,82161,603,609,78601,77432,69488,52223,50584
64366,1546,2904,43877,20489,3.46426e+13,785.854,9420.32,64366,594,493,61462,61227,56801,47269,47806
32472,144,1872,22093,10379,3.30166e+13,523.374,5374.3,32472,341,364,27274,23863,15693,4989,5756
82276,1781,3194,56337,25939,3.46263e+13,750.961,10310.6,82276,502,390,79082,78864,74714,62337,63933
24076,1414,1526,16550,7526,3.60178e+13,444.235,4236.11,24076,325,250,22550,22539,22533,22545,22379
92089,471,3337,63512,28577,3.54291e+13,957.957,11472.4,92089,627,543,86563,83942,55953,33164,28355
8744,768,957,6302,2442,3.81708e+13,246.713,2240.94,8744,198,183,7787,7787,7761,7768,7128
5832,556,724,4024,1808,3.12035e+13,137.666,1530.8,5832,166,122,5108,5050,5096,5082,4538
50016,452,2741,35106,14910,3.64396e+13,850.648,8273.61,50016,478,477,46044,43536,33934,23730,13355
73996,2783,3057,51955,22041,3.50403e+13,1082.61,10477.5,73996,527,498,70939,70939,70847,70859,69252
6511,46,863,4852,1659,3.69443e+13,226.661,1888.86,6511,204,179,4627,3718,3110,1541,853
43693,1326,2182,30948,12745,3.67927e+13,751.892,7323.87,43693,531,401,41511,41109,38707,32008,32501
82636,941,2919,58586,24050,3.62461e+13,1020.12,10413.4,82636,547,500,78780,76636,68069,49212,44094
27450,1257,1786,18790,8660,3.6023e+13,572.869,5302.69,27450,307,396,25664,25501,25460,25333,21981
56553,409,2846,40090,16463,3.57634e+13,813.488,9091.34,56553,580,381,51622,49113,33546,20229,16620
92880,1621,4023,63368,29512,3.52105e+13,833.931,13617.8,92880,632,708,88857,88260,76208,63213,52774
68573,2869,2930,49599,18974,3.64867e+13,1112.05,10459,68573,683,598,65643,65643,65614,65609,65530
37390,80,2073,25789,11601,3.33233e+13,573.424,6223.2,37390,432,321,29633,24686,17494,5240,5649
42192,187,2310,28714,13478,3.57642e+13,580.852,6902.37,42192,442,411,35453,31439,20503,9546,9763
58830,2351,2546,40323,18507,3.5387e+13,824.234,8689.98,58830,487,602,56284,56282,56192,56190,55055
30980,1502,1878,22075,8905,3.56059e+13,824.47,5706.36,30980,463,363,29102,28842,28598,27479,26695
32487,1864,2128,22266,10221,3.42524e+13,440.943,6103.44,32487,422,312,30359,30344,30248,30231,28532
36636,938,2494,25045,11591,3.24337e+13,752.733,6888.16,36636,458,436,33980,33190,30959,21599,19497
78732,396,2860,55388,23344,3.67663e+13,998.459,9851.53,78732,665,437,72231,66470,45309,24297,20786
42020,1726,2533,29766,12254,3.72585e+13,581.541,7631.99,42020,358,475,39487,39447,39154,38415,32335
93809,1928,4089,65057,28752,3.58278e+13,941.802,13214.5,93809,674,647,89720,88903,81670,68643,53315
26138,468,2075,18737,7401,3.72217e+13,637.463,5515.75,26138,400,439,23538,22206,20122,18626,6513
97001,56,3318,67684,29317,3.35594e+13,1187.71,12367.6,97001,722,557,71322,57162,42541,12843,7178
82972,116,3078,57809,25163,3.65769e+13,1163.74,10988.6,82972,567,508,65834,57234,41168,13178,8151
18993,751,1736,13562,5431,3.79461e+13,491.581,4384.13,18993,287,299,17257,16545,15761,12769,9579
3500,278,515,2364,1136,3.60325e+13,219.334,1127.36,3500,138,135,2935,2644,2588,2390,1971
59220,1579,3037,41838,17382,3.74886e+13,931.249,9886.12,59220,539,553,56183,55610,53667,48060,42196
89703,206,2664,62406,27297,3.26832e+13,1057.86,10780.8,89703,519,520,78855,72593,48776,13439,10716
20279,1247,1779,14573,5706,3.69454e+13,463.183,4535.11,20279,370,260,18500,18401,18092,17644,15863
86221,1285,2725,60188,26033,3.47598e+13,1019.64,10392.4,86221,607,484,83396,82418,74292,56885,58274
82677,1146,3269,56947,25730,3.44853e+13,922.639,11448.1,82677,506,605,79350,77898,67650,48557,33377
24762,1128,1248,16695,8067,3.49033e+13,630.729,4194.28,24762,314,353,23514,23500,23370,23206,23185
37919,1442,2204,26550,11369,3.47239e+13,667.413,6767.45,37919,455,366,35715,35423,34639,33707,29158
82995,1652,2061,56685,26310,3.43349e+13,642.929,8106.27,82995,424,416,80934,80870,79977,79610,74360
20057,1110,1485,13523,6534,3.07307e+13,283.166,4188.91,20057,243,291,18572,18560,18438,18337,16193
18145,664,1362,12251,5894,3.49404e+13,425.445,3721.8,18145,300,276,16783,16505,15526,13181,11935
23105,1756,1871,16040,7065,3.35488e+13,529.302,4893.19,23105,380,373,21234,21215,21105,20963,20845
34567,1964,2157,23812,10755,3.35827e+13,590.751,6501.75,34567,426,462,32410,32407,32353,32295,31309
91391,1325,2941,63306,28085,3.41019e+13,1093.17,11293.6,91391,660,450,88335,86956,77692,54429,57361
48335,1174,1954,35081,13254,3.68282e+13,839.104,6577.87,48335,453,354,46354,44935,44827,40473,36239
15918,536,1362,11195,4723,3.55108e+13,466.984,3607.77,15918,291,257,14249,13347,12811,10976,7128
1389,116,453,1114,275,2.98913e+13,44.1094,680.73,1389,126,58,936,889,788,428,301
89904,518,3539,61722,28182,3.54639e+13,1233.72,12487.2,89904,568,647,83643,79888,54697,33069,21281
46438,411,2325,32295,14143,3.63943e+13,614.093,7125.91,46438,567,387,43030,40451,29993,23057,16930
30195,258,1498,20624,9571,3.52096e+13,405.777,4662.82,30195,309,261,27278,23263,16820,11683,8214
8530,1053,1219,5756,2774,3.15702e+13,180.255,2632.11,8530,320,182,7311,7308,7192,7072,6839
88034,520,3048,62688,25346,3.65382e+13,964.634,11619.5,88034,686,617,81788,78027,58470,38830,26127
77781,1424,3477,54124,23657,3.45135e+13,903.034,11393.6,77781,564,632,74270,73325,67985,55551,39210
34721,1538,2100,24297,10424,3.11449e+13,549.68,5969.04,34721,401,303,32621,32463,32225,30595,28777
90239,1927,3433,63077,27162,3.58335e+13,1054.14,12191.2,90239,848,519,86806,86522,82663,70976,68954
93339,2955,3865,64891,28448,3.56897e+13,999.5,13171.6,93339,628,774,89474,89462,88373,86312,78618
17722,533,1707,12487,5235,3.70161e+13,421.424,4367.44,17722,326,321,15950,15180,14127,11994,7365
77271,666,3142,53430,23841,3.5058e+13,954.724,10718,77271,650,469,72504,69522,48388,34425,31707
32299,1825,1911,22169,10130,3.49475e+13,643.813,5852.7,32299,460,386,30388,30387,30366,30373,30212
72074,2518,3029,50829,21245,3.65436e+13,1187.29,10158.7,72074,642,533,69045,68762,68451,67494,66008
8950,486,1305,6135,2815,3.59387e+13,231.748,2827.74,8950,247,259,7645,7416,6782,5726,3938
83778,764,3740,57314,26464,3.41794e+13,1030.14,11944.8,83778,610,698,78980,77035,56383,40398,31354
40426,839,1917,28349,12077,3.50289e+13,783.819,6630.2,40426,396,438,38190,37245,35069,30838,21630
65256,50,2714,45881,19375,3.41803e+13,932.564,9571.78,65256,439,522,47040,36963,28065,7303,4397
9482,151,1167,6589,2893,3.47999e+13,227.128,2617.62,9482,236,176,8028,7379,5198,2897,1877
87849,509,2589,62834,25015,3.62893e+13,1129.02,10563.3,87849,663,530,81130,76618,58647,40639,26032
65458,369,2258,46774,18684,3.70749e+13,1139.92,8812.08,65458,578,473,59391,55774,38043,27602,17503
36623,1841,2215,25149,11474,3.36821e+13,689.101,6579.92,36623,407,383,34408,34250,33879,32945,31548
46373,2108,2422,32649,13724,3.72726e+13,871.241,7733.59,46373,438,472,43951,43948,43811,43835,42555
24126,723,1832,16732,7394,3.59669e+13,649.852,4992.44,24126,363,376,22060,21257,19757,14489,14110
69559,2436,3162,47813,21746,3.57548e+13,686.065,10644.8,69559,502,588,66397,66387,65997,65957,60501
99028,1729,4076,68415,30613,3.54359e+13,1168.42,14133.8,99028,867,829,94952,93899,85683,74578,61490
49254,1546,2522,33586,15668,3.47739e+13,709.17,7867.86,49254,375,478,46732,46470,45785,44586,36700
57714,2182,2302,40167,17547,3.43656e+13,865.221,8249.27,57714,523,436,55412,55411,55392,55402,54861
50223,1600,2027,34698,15525,3.15456e+13,739.038,6977.66,50223,364,419,48196,48194,48099,48115,46800
7054,556,570,4756,2298,3.46512e+13,265.718,1588.66,7054,166,162,6484,6484,6484,6484,6474
9724,544,863,6962,2762,3.62747e+13,288.007,2174.49,9724,216,195,8861,8732,8199,7535,7504
95150,737,3949,64041,31109,3.41248e+13,1102.63,13388.9,95150,726,754,90104,88473,57477,35777,23295
85335,1112,2969,60022,25313,3.71448e+13,797.577,10269.1,85335,593,425,82366,81466,67953,49971,47932
3164,59,586,2550,614,3.1272e+13,98.0708,1114.85,3164,200,72,2423,2174,1795,1119,586
9924,850,1247,6883,3041,3.70884e+13,269.698,2794.04,9924,300,193,8677,8610,8326,7789,7439
21676,1529,1971,15411,6265,3.7792e+13,460.369,5155.77,21676,329,373,19705,19648,19506,19479,17323
35620,596,1973,25364,10256,3.42226e+13,690.208,6101.91,35620,376,339,33101,31550,29491,22787,11845
42365,1231,2016,29594,12771,3.62525e+13,755.681,6853.36,42365,493,348,40349,39927,37393,32741,27058
62030,2520,2666,42189,19841,3.30464e+13,875.733,8940.2,62030,399,496,59364,59350,59327,59346,58659
1153,273,276,895,258,3.4058e+13,59.2428,475.482,1153,109,52,877,877,877,877,877
52326,612,2752,37082,15244,3.58046e+13,859.99,8664.55,52326,591,447,48272,46147,35370,26157,18037
9171,519,1129,6488,2683,3.49011e+13,248.99,2540.62,9171,253,307,8042,7864,7021,5089,4729
1546,37,356,1088,458,3.44275e+13,140.369,625.92,1546,89,77,968,772,684,349,267
68510,1917,3431,47603,20907,3.57697e+13,1083.57,11132.2,68510,697,660,65079,64271,57972,46143,46785
57796,1421,2206,40093,17703,3.62579e+13,920.51,7300.2,57796,483,425,55590,54734,51758,44774,48795
80955,460,2549,58215,22740,3.71521e+13,1132.6,10106.1,80955,705,535,74508,70815,55770,34079,27087
88183,1696,3242,60869,27314,3.52639e+13,1063.41,10787.6,88183,578,489,84941,83943,75925,60779,59740
33913,1765,2261,22986,10927,3.43243e+13,622.242,6631.19,33913,345,574,31652,31581,31373,31201,27764
68427,2456,3142,47146,21281,3.55133e+13,1260.89,10097.6,68427,569,599,65285,64936,64497,63646,61363
38610,318,2002,26362,12248,3.51293e+13,653.686,6201.8,38610,395,368,34371,30955,21145,14598,10594
38255,1545,1918,27087,11168,3.64993e+13,756.274,6045.96,38255,393,329,36337,35961,35820,34711,34198
11288,493,1340,7989,3299,3.65897e+13,402.268,3060.28,11288,234,234,9877,9469,8372,6370,4783
92190,660,2835,65412,26778,3.57147e+13,1260.02,10875.5,92190,666,518,86982,82641,64025,42429,33548
57578,1048,2524,40308,17270,3.65818e+13,689.415,8369.44,57578,540,371,55054,54581,47206,34370,29092
18779,13836,18779,0,18779,15.9991,0,18779,18779,18779,1,0,0,0,0,0
85558,2537,3223,59578,25980,3.3873e+13,1164.99,11696.8,85558,662,523,82335,82287,80286,76952,71831
62534,962,2797,42822,19712,3.39781e+13,942.786,9298.05,62534,538,505,59421,58399,48822,35767,31339
33544,806,2000,23340,10204,3.67337e+13,557.681,6187.17,33544,342,503,31544,30869,29203,26446,18523
66814,308,2764,46832,19982,3.54701e+13,1066.65,9599.12,66814,566,468,59429,53712,35503,11497,13615
94437,2807,3606,64437,30000,3.44421e+13,970.728,12363.8,94437,641,660,90831,90752,89185,86425,80890
96647,2056,3454,68984,27663,3.62713e+13,1329.96,13100.5,96647,745,667,93193,92405,89641,81300,66441
52451,396,3257,37087,15364,3.62066e+13,885.784,9765.54,52451,511,809,47345,44637,35745,24983,11123
8127,860,999,5583,2544,3.73934e+13,246.982,2259.67,8127,209,195,7128,7127,7089,7082,6879
18646,864,1317,12446,6200,3.35024e+13,429.591,3862.76,18646,244,315,17329,17265,17096,16872,14311
43168,2301,2417,30134,13034,3.68723e+13,620.842,7442.12,43168,570,374,40751,40750,40704,40435,40383
28485,437,2011,19885,8600,3.64672e+13,516.284,5510.79,28485,406,384,25970,24680,18149,13378,11526
8404,198,829,5798,2606,3.56419e+13,292.826,2039.19,8404,203,207,7012,6017,4574,3490,2183
45688,48,2514,32776,12912,3.75649e+13,811.703,7631.64,45688,513,349,32836,27037,20429,5802,4496
39388,1472,1982,26262,13126,3.34802e+13,662.872,6388.13,39388,371,483,37406,37354,36731,35824,33617
37292,1708,2138,26664,10628,3.68455e+13,604.158,6572.82,37292,422,335,35154,35072,34712,34173,31320
88165,507,2971,61549,26616,3.58513e+13,1053.48,10703,88165,580,500,82597,79583,52498,37098,29167
17728,498,1134,12248,5480,3.60893e+13,409.249,3340.12,17728,275,266,16594,16044,14045,9967,10671
60366,545,2545,42209,18157,3.61285e+13,912.849,8840.95,60366,535,453,56442,53805,40878,28145,20738
75278,394,2709,52303,22975,3.41918e+13,1103.97,9910.32,75278,707,508,68496,64030,43712,25553,18786
14502,628,1291,9925,4577,3.49799e+13,535.247,3364.69,14502,287,302,13090,12470,12052,11489,8433
46971,2614,2936,32196,14775,3.48186e+13,567.733,8351.17,46971,568,401,44035,44028,43947,43931,42527
60973,433,3654,42048,18925,3.49361e+13,882.382,10737.1,60973,648,727,55598,52238,36372,19771,14026
39118,2279,2375,27000,12118,3.66313e+13,636.791,7187.2,39118,391,500,36743,36743,36734,36743,36451
48250,140,2314,33240,15010,3.25693e+13,858.371,7376.8,48250,431,463,41468,37885,23615,5547,6242
10372,832,992,7562,2810,3.86383e+13,394.566,2526.51,10372,316,209,9380,9360,9351,9369,9053
99479,1110,4314,67525,31954,3.46461e+13,1341.18,14179.1,99479,667,692,93882,91326,55954,42893,38837
5933,95,676,4036,1897,3.67725e+13,277.389,1629.63,5933,168,167,4351,3809,3284,1726,1050
31694,403,1435,22317,9377,3.42153e+13,869.02,4896.21,31694,398,333,28875,27254,23954,15569,12287
56318,362,2522,39590,16728,3.53788e+13,820.908,8232.32,56318,561,454,50857,47378,34851,22673,15351
27620,1825,2016,19205,8415,3.5348e+13,433.589,5210.86,27620,447,328,25604,25604,25581,25321,25278
5869,10,976,4167,1702,3.89783e+13,219.001,1952.32,5869,202,156,2848,1757,1614,943,429
40494,2263,2569,27379,13115,3.47608e+13,623.246,7373.25,40494,561,406,37925,37922,37656,37362,36780
65143,1046,2618,45206,19937,3.62131e+13,860.224,9055.82,65143,545,454,62420,61288,50192,37576,37453
62265,414,2403,43383,18882,3.44088e+13,976.079,8576.94,62265,516,556,57324,54330,35004,19166,16759
25924,1145,1853,18341,7583,3.57256e+13,517.559,5087.54,25924,405,289,24071,23967,23375,21391,19823
2792,524,551,1880,912,3.64508e+13,113.679,1065.54,2792,95,140,2241,2241,2241,2241,2222
13423,683,942,9424,3999,3.55804e+13,324.938,2732.64,13423,242,190,12481,12420,11928,11047,10622
22026,1412,1786,15633,6393,3.59673e+13,579.326,4808.41,22026,385,343,20240,20120,19973,19732,18080
84484,71,4319,59649,24835,3.64325e+13,807.89,13568.9,84484,848,618,62699,53530,39704,12465,6612
71307,2924,3568,49506,21801,3.57214e+13,864.187,10819.8,71307,647,627,67739,67662,67333,66196,64333
14225,850,1392,10243,3982,3.83018e+13,296.25,3440.43,14225,275,292,12833,12753,12539,12508,8754
73643,1255,3295,51985,21658,3.69504e+13,1031.19,10886.2,73643,437,635,70151,68573,64963,60451,38970
73142,957,3311,51519,21623,3.69125e+13,977.371,10722.7,73142,659,542,69353,66969,55179,40773,33796
94697,718,2976,66717,27980,3.68022e+13,911.316,11768.5,94697,757,492,90169,86620,63434,45017,37709
50296,1351,2580,35388,14908,3.58822e+13,695.994,8306.8,50296,473,510,47716,47482,45660,42338,34749
47720,2315,2535,32822,14898,3.36505e+13,928.532,7898.4,47720,433,518,45185,45173,45121,45128,44171
89690,2507,3174,62593,27097,3.44757e+13,894.958,11282,89690,538,517,86516,86471,86216,86400,81062
5492,635,760,3737,1755,3.47795e+13,249.235,1704.94,5492,163,161,4732,4688,4713,4692,4455
56576,1886,1999,38432,18144,3.55063e+13,898.315,7642.17,56576,459,535,54577,54577,54445,54284,53808
40524,1766,2204,28787,11737,3.72371e+13,631.252,6882.91,40524,412,494,38320,38194,37981,37758,35989
63818,2772,2944,43550,20268,3.29842e+13,787.105,9603.57,63818,577,464,60874,60867,60721,60362,59915
42419,454,2260,29531,12888,3.29773e+13,708.96,7084.97,42419,352,512,39314,37689,32996,27957,10225
84718,2004,3005,59855,24863,3.45993e+13,1262.3,11320.2,84718,611,508,81713,80780,79672,75332,67860
87390,957,3141,62711,24679,3.68929e+13,1205.84,11869.8,87390,719,572,82925,80532,70234,45273,34110
89334,1732,3937,60765,28569,3.4609e+13,1130.87,13269,89334,772,734,85378,84536,78762,66893,47483
34030,446,1181,24822,9208,3.58654e+13,649.903,4585.74,34030,372,281,31618,29792,27725,24870,20144
16580,1021,1067,11199,5381,3.38484e+13,420.582,3214.38,16580,264,267,15513,15513,15497,15498,15461
22909,337,1731,16370,6539,3.68032e+13,483.319,4782.62,22909,387,300,20670,19432,17044,15237,7260
42269,196,1874,30324,11945,3.6418e+13,805.023,6323.88,42269,460,399,36167,31185,25070,14613,9167
46006,287,2316,32657,13349,3.63268e+13,1015.67,7626.93,46006,520,390,41240,38054,25887,16345,9479
7466,928,1078,5387,2079,3.93491e+13,261.464,2241.72,7466,196,163,6388,6377,6345,6350,6079
83484,703,3396,59299,24185,3.66395e+13,1190.75,12093,83484,859,656,78208,75343,62659,46787,28161
37946,2046,2273,26915,11031,3.70413e+13,561.862,6737.56,37946,409,422,35673,35669,35616,35630,34621
99097,3641,3783,70121,28976,3.62506e+13,983.755,13225.3,99097,627,653,95314,95314,95283,95296,94921
79906,1547,2841,56663,23243,3.55456e+13,1048.47,10498.6,79906,616,516,77065,76317,72112,63500,54435
68793,1799,2517,48122,20671,3.60599e+13,968.444,9345.98,68793,565,483,66276,66060,65486,62202,60652
42557,1888,2008,29851,12706,3.5452e+13,817.245,6830.3,42557,479,376,40549,40548,40413,40349,40025
93027,903,2869,65334,27693,3.43254e+13,1279.26,11249.3,93027,700,632,88580,85822,72139,51840,42564
77185,668,3909,53678,23507,3.43374e+13,899.926,11745.9,77185,789,649,72272,70709,45153,31495,20190
35929,115,2089,25503,10426,3.71117e+13,827.209,6474.19,35929,469,432,28817,25426,18468,5829,3876
33937,337,1766,23400,10537,3.1053e+13,471.814,5532.4,33937,373,328,31347,30128,24274,18327,14744
44174,156,2693,30549,13625,3.60201e+13,689.65,8049.14,44174,412,556,36326,31610,21729,9642,6188
21751,185,1566,15129,6622,3.12828e+13,535.893,4222.25,21751,297,257,19004,17673,11131,3456,2959
40406,1900,2116,28131,12275,3.41278e+13,764.242,6757.13,40406,431,466,38290,38228,38147,38047,36594
73867,2055,2835,52769,21098,3.69167e+13,1018.17,10400.5,73867,614,527,71032,70580,70016,67628,63265
41671,1641,1994,29001,12670,3.2794e+13,596.475,6328.46,41671,491,346,39677,39665,39437,39330,35769
84800,2188,3658,58306,26494,3.43288e+13,739.007,11841.3,84800,800,582,81142,81056,78669,69614,65968
79197,252,3431,55040,24157,3.54831e+13,933.779,11528.6,79197,592,617,69893,62027,44361,16045,13425
